phase,quantity,model,decision_type,metric,value,note
before,NUMBERS:RobustnessComparison,MethodA,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.91335,
before,NUMBERS:RobustnessComparison,Imputed,Overall,LLM-Parameterized_Reference_Scoring|Top-1,0.892565,
before,EXTRACTION,deepseek,Appliance,kwh_per_cycle:MAE,0.34104615384615383,
before,EXTRACTION,deepseek,HVAC,hvac_age:MAE,8.462142857142858,
before,EXTRACTION,deepseek,HVAC,r_value:MAE,2.3121428571428573,
before,EXTRACTION,deepseek,HVAC,seer:MAE,1.6021428571428573,
before,EXTRACTION,deepseek,Shower,gpm:MAE,0.36800000000000005,
before,EXTRACTION,deepseek,Shower,tank_size:MAE,6.933333333333334,
before,EXTRACTION,deepseek,Shower,water_heater_temp:MAE,8.316666666666666,
before,EXTRACTION,deepseek,Appliance,appliance:accuracy,1.0,
before,EXTRACTION,deepseek,Appliance,baseline_time:accuracy,1.0,
before,EXTRACTION,deepseek,HVAC,occupancy_context:accuracy,0.8142857142857143,
before,EXTRACTION,deepseek,Appliance,kwh_per_cycle:P_change_given_error,0.015873015873015872,
before,EXTRACTION,deepseek,HVAC,hvac_age:P_change_given_error,0.0,
before,EXTRACTION,deepseek,HVAC,occupancy_context:P_change_given_error,0.07692307692307693,
before,EXTRACTION,deepseek,HVAC,r_value:P_change_given_error,0.014705882352941176,
before,EXTRACTION,deepseek,HVAC,seer:P_change_given_error,0.031746031746031744,
before,EXTRACTION,deepseek,Shower,gpm:P_change_given_error,0.18518518518518517,
before,EXTRACTION,deepseek,Shower,tank_size:P_change_given_error,0.025,
before,EXTRACTION,deepseek,Shower,water_heater_temp:P_change_given_error,0.041666666666666664,
before,EXTRACTION,gemini,Appliance,kwh_per_cycle:MAE,0.5412307692307692,
before,EXTRACTION,gemini,HVAC,hvac_age:MAE,7.64,
before,EXTRACTION,gemini,HVAC,r_value:MAE,1.7657142857142856,
before,EXTRACTION,gemini,HVAC,seer:MAE,1.312857142857143,
before,EXTRACTION,gemini,Shower,gpm:MAE,0.36666666666666664,
before,EXTRACTION,gemini,Shower,tank_size:MAE,6.733333333333333,
before,EXTRACTION,gemini,Shower,water_heater_temp:MAE,4.583333333333333,
before,EXTRACTION,gemini,Appliance,appliance:accuracy,0.9384615384615385,
before,EXTRACTION,gemini,Appliance,baseline_time:accuracy,1.0,
before,EXTRACTION,gemini,HVAC,occupancy_context:accuracy,0.8,
before,EXTRACTION,gemini,Appliance,appliance:P_change_given_error,0.0,
before,EXTRACTION,gemini,Appliance,kwh_per_cycle:P_change_given_error,0.03076923076923077,
before,EXTRACTION,gemini,HVAC,hvac_age:P_change_given_error,0.0,
before,EXTRACTION,gemini,HVAC,occupancy_context:P_change_given_error,0.07142857142857142,
before,EXTRACTION,gemini,HVAC,r_value:P_change_given_error,0.0,
before,EXTRACTION,gemini,HVAC,seer:P_change_given_error,0.07547169811320754,
before,EXTRACTION,gemini,Shower,gpm:P_change_given_error,0.23333333333333334,
before,EXTRACTION,gemini,Shower,tank_size:P_change_given_error,0.0,
before,EXTRACTION,gemini,Shower,water_heater_temp:P_change_given_error,0.05,
before,EXTRACTION,gptoss,Appliance,kwh_per_cycle:MAE,0.4247692307692308,
before,EXTRACTION,gptoss,HVAC,hvac_age:MAE,8.455072463768115,
before,EXTRACTION,gptoss,HVAC,r_value:MAE,3.5942028985507246,
before,EXTRACTION,gptoss,HVAC,seer:MAE,2.134903381642512,
before,EXTRACTION,gptoss,Shower,gpm:MAE,0.25566666666666665,
before,EXTRACTION,gptoss,Shower,tank_size:MAE,8.1,
before,EXTRACTION,gptoss,Shower,water_heater_temp:MAE,4.716666666666667,
before,EXTRACTION,gptoss,Appliance,appliance:accuracy,1.0,
before,EXTRACTION,gptoss,Appliance,baseline_time:accuracy,1.0,
before,EXTRACTION,gptoss,HVAC,occupancy_context:accuracy,0.7536231884057971,
before,EXTRACTION,gptoss,Appliance,kwh_per_cycle:P_change_given_error,0.015625,
before,EXTRACTION,gptoss,HVAC,hvac_age:P_change_given_error,0.0,
before,EXTRACTION,gptoss,HVAC,occupancy_context:P_change_given_error,0.0,
before,EXTRACTION,gptoss,HVAC,r_value:P_change_given_error,0.014492753623188406,
before,EXTRACTION,gptoss,HVAC,seer:P_change_given_error,0.04918032786885246,
before,EXTRACTION,gptoss,Shower,gpm:P_change_given_error,0.17391304347826086,
before,EXTRACTION,gptoss,Shower,tank_size:P_change_given_error,0.0,
before,EXTRACTION,gptoss,Shower,water_heater_temp:P_change_given_error,0.041666666666666664,
before,EXTRACTION,qwen,Appliance,kwh_per_cycle:MAE,0.9746153846153844,
before,EXTRACTION,qwen,HVAC,hvac_age:MAE,6.105,
before,EXTRACTION,qwen,HVAC,r_value:MAE,3.6992857142857143,
before,EXTRACTION,qwen,HVAC,seer:MAE,1.585,
before,EXTRACTION,qwen,Shower,gpm:MAE,0.27133333333333337,
before,EXTRACTION,qwen,Shower,tank_size:MAE,8.933333333333334,
before,EXTRACTION,qwen,Shower,water_heater_temp:MAE,4.583333333333333,
before,EXTRACTION,qwen,Appliance,appliance:accuracy,1.0,
before,EXTRACTION,qwen,Appliance,baseline_time:accuracy,1.0,
before,EXTRACTION,qwen,HVAC,occupancy_context:accuracy,0.7857142857142857,
before,EXTRACTION,qwen,Appliance,kwh_per_cycle:P_change_given_error,0.06557377049180328,
before,EXTRACTION,qwen,HVAC,hvac_age:P_change_given_error,0.0,
before,EXTRACTION,qwen,HVAC,occupancy_context:P_change_given_error,0.06666666666666667,
before,EXTRACTION,qwen,HVAC,r_value:P_change_given_error,0.08571428571428572,
before,EXTRACTION,qwen,HVAC,seer:P_change_given_error,0.03333333333333333,
before,EXTRACTION,qwen,Shower,gpm:P_change_given_error,0.16666666666666666,
before,EXTRACTION,qwen,Shower,tank_size:P_change_given_error,0.02631578947368421,
before,EXTRACTION,qwen,Shower,water_heater_temp:P_change_given_error,0.05,
